feeder,num_scenarios,num_buses,mean_violating_buses_before,mean_violating_buses_after,mean_total_violation_before_pu,mean_total_violation_after_pu,violation_reduction_percent,mean_min_voltage_before_pu,mean_min_voltage_after_pu,mean_total_abs_q_control_pu
radial_15,120,15,14.0,13.658333333333333,2.3696994789259858,1.0690070694151612,54.88849624511606,0.7111723461117223,0.8385443757356125,0.7200000000000001
radial_9_unseen,120,9,8.0,7.8,0.9786709698197532,0.5351790359740622,45.315734043625625,0.7770477958158535,0.862197975097168,0.36000000000000004
